********************************************************************************
product = WebSphere Application Server 20.0.0.6 (wlp-1.0.41.cl200620200528-0414)
wlp.install.dir = C:/Users/pachopaco70/Documents/GitHub/CookTimeServer/Liberty/
java.home = C:\Program Files\Java\jre1.8.0_241
java.version = 1.8.0_241
java.runtime = Java(TM) SE Runtime Environment (1.8.0_241-b07)
os = Windows 10 (10.0; amd64) (en_US)
process = 13696@LAPTOP-RVGN66JT
********************************************************************************
[7/25/20 11:54:41:913 CST] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0001I: The server defaultServer has been launched.
[7/25/20 11:54:41:958 CST] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0100I: This product is licensed for development, and limited production use. The full license terms can be viewed here: https://public.dhe.ibm.com/ibmdl/export/pub/software/websphere/wasdev/license/base_ilan/ilan/20.0.0.6/lafiles/en.html
[7/25/20 11:54:42:821 CST] 00000015 com.ibm.ws.config.xml.internal.XMLConfigParser               A CWWKG0028A: Processing included configuration resource: C:\Users\pachopaco70\Documents\GitHub\CookTimeServer\Liberty\usr\servers\defaultServer\GeneratedSSLInclude.xml
[7/25/20 11:54:43:007 CST] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           I CWWKE0002I: The kernel started after 1.344 seconds
[7/25/20 11:54:43:102 CST] 00000020 com.ibm.ws.kernel.feature.internal.FeatureManager            I CWWKF0007I: Feature update started.
[7/25/20 11:54:43:330 CST] 00000020 com.ibm.ws.config.xml.internal.ConfigValidator               A CWWKG0102I: Found conflicting settings for defaultKeyStore instance of keyStore configuration.
  Property password has conflicting values:
    Secure value is set in file:/C:/Users/pachopaco70/Documents/GitHub/CookTimeServer/Liberty/usr/servers/defaultServer/server.xml.
    Secure value is set in file:/C:/Users/pachopaco70/Documents/GitHub/CookTimeServer/Liberty/usr/servers/defaultServer/GeneratedSSLInclude.xml.
  Property password will be set to the value defined in file:/C:/Users/pachopaco70/Documents/GitHub/CookTimeServer/Liberty/usr/servers/defaultServer/server.xml.

[7/25/20 11:54:43:482 CST] 00000014 com.ibm.ws.security.registry.basic.internal.BasicRegistry    W CWWKS3103W: There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].
[7/25/20 11:54:43:513 CST] 00000014 com.ibm.ws.security.ready.internal.SecurityReadyServiceImpl  I CWWKS0007I: The security service is starting...
[7/25/20 11:54:43:768 CST] 00000017 com.ibm.ws.app.manager.internal.monitor.DropinMonitor        A CWWKZ0058I: Monitoring dropins for applications.
[7/25/20 11:54:44:463 CST] 00000016 com.ibm.ws.cache.ServerCache                                 I DYNA1001I: WebSphere Dynamic Cache instance named baseCache initialized successfully.
[7/25/20 11:54:44:468 CST] 00000016 com.ibm.ws.cache.ServerCache                                 I DYNA1071I: The cache provider default is being used.
[7/25/20 11:54:44:469 CST] 00000016 com.ibm.ws.cache.CacheServiceImpl                            I DYNA1056I: Dynamic Cache (object cache) initialized successfully.
[7/25/20 11:54:45:431 CST] 00000014 ibm.ws.security.authentication.internal.jaas.JAASServiceImpl I CWWKS1123I: The collective authentication plugin with class name NullCollectiveAuthenticationPlugin has been activated. 
[7/25/20 11:54:45:458 CST] 0000002e com.ibm.ws.security.ready.internal.SecurityReadyServiceImpl  I CWWKS0008I: The security service is ready.
[7/25/20 11:54:45:461 CST] 0000002e com.ibm.ws.security.token.ltpa.internal.LTPAKeyCreateTask    I CWWKS4105I: LTPA configuration is ready after 0.096 seconds.
[7/25/20 11:54:45:831 CST] 0000001c com.ibm.ws.ssl.config.WSKeyStore                             I Successfully loaded default keystore: C:/Users/pachopaco70/Documents/GitHub/CookTimeServer/Liberty/usr/servers/defaultServer/resources/security/key.p12 of type: PKCS12
[7/25/20 11:54:47:092 CST] 00000014 com.ibm.ws.sib.utils.ras.SibMessage                          I  CWSID0108I: JMS server has started.  
[7/25/20 11:54:47:168 CST] 00000014 com.ibm.ws.security.jaspi.AuthConfigFactoryWrapper           I CWWKS1655I: The default Java Authentication SPI for Containers (JASPIC) AuthConfigFactory class com.ibm.ws.security.jaspi.ProviderRegistry is being used because the Java security property authconfigprovider.factory is not set. 
[7/25/20 11:54:47:863 CST] 00000014 org.apache.cxf.bus.osgi.CXFActivator                         I Adding the extensions from bundle com.ibm.ws.org.apache.cxf.cxf.rt.ws.addr.2.6.2 (185) [org.apache.cxf.ws.addressing.policy.AddressingAssertionBuilder, org.apache.cxf.ws.addressing.policy.UsingAddressingAssertionBuilder, org.apache.cxf.ws.addressing.policy.AddressingPolicyInterceptorProvider, org.apache.cxf.ws.addressing.impl.AddressingWSDLExtensionLoader, org.apache.cxf.ws.addressing.WSAddressingFeature$WSAddressingFeatureApplier, org.apache.cxf.ws.addressing.MAPAggregator$MAPAggregatorLoader]
[7/25/20 11:54:47:872 CST] 00000014 org.apache.cxf.bus.osgi.CXFActivator                         I Adding the extensions from bundle com.ibm.ws.org.apache.cxf.cxf.rt.bindings.soap.2.6.2 (188) [org.apache.cxf.binding.soap.SoapBindingFactory, org.apache.cxf.binding.soap.SoapTransportFactory]
[7/25/20 11:54:47:878 CST] 00000014 org.apache.cxf.bus.osgi.CXFActivator                         I Adding the extensions from bundle com.ibm.ws.org.apache.cxf.cxf.rt.bindings.xml.2.6.2 (194) [org.apache.cxf.binding.xml.XMLBindingFactory, org.apache.cxf.binding.xml.wsdl11.XMLWSDLExtensionLoader]
[7/25/20 11:54:47:882 CST] 00000014 org.apache.cxf.bus.osgi.CXFActivator                         I Adding the extensions from bundle com.ibm.ws.org.apache.cxf.cxf.rt.frontend.jaxws.2.6.2 (196) [org.apache.cxf.jaxws.context.WebServiceContextResourceResolver]
[7/25/20 11:54:47:884 CST] 00000014 org.apache.cxf.bus.osgi.CXFActivator                         I Adding the extensions from bundle com.ibm.ws.org.apache.cxf.cxf.rt.management.2.6.2 (198) [org.apache.cxf.management.InstrumentationManager]
[7/25/20 11:54:47:887 CST] 00000014 org.apache.cxf.bus.osgi.CXFActivator                         I Adding the extensions from bundle com.ibm.ws.org.apache.cxf.cxf.rt.transports.http.2.6.2 (202) [org.apache.cxf.transport.http.HTTPTransportFactory, org.apache.cxf.transport.http.HTTPWSDLExtensionLoader, org.apache.cxf.transport.http.policy.HTTPClientAssertionBuilder, org.apache.cxf.transport.http.policy.HTTPServerAssertionBuilder, org.apache.cxf.transport.http.policy.NoOpPolicyInterceptorProvider]
[7/25/20 11:54:47:888 CST] 00000014 org.apache.cxf.bus.osgi.CXFActivator                         I Adding the extensions from bundle com.ibm.ws.org.apache.cxf.cxf.rt.ws.policy.2.6.2 (204) [org.apache.cxf.ws.policy.PolicyEngine, org.apache.cxf.policy.PolicyDataEngine, org.apache.cxf.ws.policy.AssertionBuilderRegistry, org.apache.cxf.ws.policy.PolicyInterceptorProviderRegistry, org.apache.cxf.ws.policy.PolicyBuilder, org.apache.cxf.ws.policy.PolicyAnnotationListener, org.apache.cxf.ws.policy.attachment.ServiceModelPolicyProvider, org.apache.cxf.ws.policy.attachment.external.DomainExpressionBuilderRegistry, org.apache.cxf.ws.policy.attachment.external.EndpointReferenceDomainExpressionBuilder, org.apache.cxf.ws.policy.attachment.wsdl11.Wsdl11AttachmentPolicyProvider, org.apache.cxf.ws.policy.mtom.MTOMAssertionBuilder, org.apache.cxf.ws.policy.mtom.MTOMPolicyInterceptorProvider]
[7/25/20 11:54:49:077 CST] 00000018 com.ibm.ws.transport.iiop.internal.ORBWrapperInternal        A CWWKI0001I: The CORBA name server is now available at corbaloc:iiop:localhost:2809/NameService.
[7/25/20 11:54:50:311 CST] 0000002c com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application CookTimeServer.
[7/25/20 11:54:50:313 CST] 0000002c bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0134I: The CookTimeServer application is using the loose application definition at the C:\Users\pachopaco70\Documents\GitHub\CookTimeServer\Liberty\usr\servers\defaultServer\apps\CookTimeServer.war.xml location.
[7/25/20 11:54:51:525 CST] 0000002c org.jboss.weld.Version                                       I WELD-000900: 2.4.8 (Final)
[7/25/20 11:54:52:044 CST] 0000002c com.ibm.ws.session.WASSessionCore                            I SESN8501I: The session manager did not find a persistent storage location; HttpSession objects will be stored in the local application server's memory.
[7/25/20 11:54:52:068 CST] 0000002c com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: CookTimeServer.
[7/25/20 11:54:52:071 CST] 0000002c com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module CookTimeServer has been bound to default_host.
[7/25/20 11:54:52:073 CST] 0000002c com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://localhost:9080/CookTimeServer/
[7/25/20 11:54:52:127 CST] 00000031 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at C:\Users\pachopaco70\Documents\GitHub\CookTimeServer\Liberty\usr\servers\defaultServer\logs\state\plugin-cfg.xml.
[7/25/20 11:54:52:234 CST] 0000002e com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/CookTimeServer
[7/25/20 11:54:52:254 CST] 0000002e com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[7/25/20 11:54:52:561 CST] 0000002e com.ibm.ws.cache.CacheServiceImpl                            I DYNA1056I: Dynamic Cache (object cache) initialized successfully.
[7/25/20 11:54:52:893 CST] 0000002e org.apache.myfaces.config.DefaultFacesConfigurationProvider  I Reading standard config META-INF/standard-faces-config.xml
[7/25/20 11:54:53:198 CST] 0000002e org.apache.myfaces.config.DefaultFacesConfigurationProvider  I Reading config /WEB-INF/faces-config.xml
[7/25/20 11:54:53:359 CST] 0000002e org.apache.myfaces.spi.impl.DefaultInjectionProviderFactory  I Using InjectionProvider com.ibm.ws.jsf.spi.impl.WASCDIAnnotationDelegateInjectionProvider
[7/25/20 11:54:53:399 CST] 0000002e org.apache.myfaces.util.ExternalSpecifications               I MyFaces CDI support enabled
[7/25/20 11:54:53:427 CST] 0000002e org.apache.myfaces.util.ExternalSpecifications               I MyFaces Bean Validation support enabled
[7/25/20 11:54:53:505 CST] 0000002e org.apache.myfaces.application.ApplicationImpl               I Couldn't discover the current project stage, using Production
[7/25/20 11:54:53:506 CST] 0000002e org.apache.myfaces.config.FacesConfigurator                  I Serialization provider : class org.apache.myfaces.shared_impl.util.serial.DefaultSerialFactory
[7/25/20 11:54:53:528 CST] 0000002e org.apache.myfaces.webapp.AbstractFacesInitializer           I ServletContext initialized.
[7/25/20 11:54:53:535 CST] 0000002e org.apache.myfaces.webapp.WebConfigParamsLogger              I Tomahawk jar not available. Autoscrolling, DetectJavascript, AddResourceClass and CheckExtensionsFilter are disabled now.
[7/25/20 11:54:53:536 CST] 0000002e org.apache.myfaces.webapp.WebConfigParamsLogger              I Scanning for context init parameters not defined. It is not necessary to define them all into your web.xml, they are just provided here for informative purposes. To disable this messages set org.apache.myfaces.LOG_WEB_CONTEXT_PARAMS config param to 'false'
[7/25/20 11:54:53:536 CST] 0000002e org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.RESOURCE_EXCLUDES' found, using default value '.class .jsp .jspx .properties .xhtml .groovy'.
[7/25/20 11:54:53:536 CST] 0000002e org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.STATE_SAVING_METHOD' found, using default value 'server'.
[7/25/20 11:54:53:537 CST] 0000002e org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.FULL_STATE_SAVING_VIEW_IDS' found.
[7/25/20 11:54:53:537 CST] 0000002e org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.PARTIAL_STATE_SAVING' found, using default value 'true (false with 1.2 webapps)'.
[7/25/20 11:54:53:537 CST] 0000002e org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.SERIALIZE_SERVER_STATE' found, using default value 'false'.
